date,T_0,T_1,W_0,W_1,inter_0,inter_1,W_diff,T_diff,const,trend
2020-09-28,0.42605479050688544,0.39941491584666233,0.12074195053663377,0.1227651966626974,0.2578578711708185,0.22489330517907455,0.4146730462519728,0.4443192911316363,1.0,0.7294117647058823
2020-10-08,0.4625329622033402,0.43250636373997947,0.12424171721885177,0.1227651966626974,0.28804934102528024,0.24352567165971511,0.3668261562998639,0.43493279267102203,1.0,0.7411764705882353
2020-10-10,0.3894301201289188,0.4494130162227879,0.13124125058329442,0.13110846245530686,0.2561867423782461,0.270242316508694,0.38277511961723354,0.6182323346098971,1.0,0.7529411764705882
2020-10-19,0.3610460005859948,0.3211884046958702,0.13124125058329442,0.1338498212157321,0.23751423928945276,0.19717626592945361,0.41945773524716556,0.42299316662912073,1.0,0.7647058823529411
2020-10-22,0.6018532083211251,0.537289616655902,0.13240783947736706,0.1346841477949937,0.39944871810522065,0.3318959206014815,0.4146730462519728,0.3563865735526019,1.0,0.7764705882352941
2020-10-30,0.48893934954585416,0.3818243987690437,0.1514232384507701,0.14779499404052576,0.371111380958899,0.25882152094093097,0.33014354066984125,0.28061875797852376,1.0,0.788235294117647
2020-11-03,0.3778567242894814,0.6143763534820105,0.18373775081661084,0.17640047675804774,0.3480024517598876,0.49706276411499006,0.27113237639555554,0.9680108132462267,1.0,0.8
2020-11-10,0.3726560210958102,0.4244139660347251,0.21838544097060353,0.2205005959475597,0.40793275393158984,0.4292165093321806,0.38755980861242634,0.6032139370729144,1.0,0.8117647058823529
2020-11-15,0.49183269850571343,0.4788571862771171,0.22573495100326665,0.22967818831943076,0.5565099814768787,0.5044321368186027,0.40988835725678,0.4664714274986859,1.0,0.8235294117647058
2020-11-21,0.19059478464693821,0.14186391094563275,0.23856742883807924,0.24195470798570118,0.22791815216802577,0.15742836664762394,0.39872408293460315,0.41803709544191636,1.0,0.8352941176470589
2020-11-27,0.17165983006152946,0.2509023213403746,0.2548996733551098,0.257091775923717,0.21932831887613174,0.2958488243060426,0.37799043062195015,0.6723736577307202,1.0,0.8470588235294118
2020-12-02,0.165580134778787,0.14516925648721554,0.25256649556696453,0.25744934445769113,0.20962386431025543,0.17141287017116444,0.4146730462519728,0.47585792595930027,1.0,0.8588235294117647
2020-12-09,0.08317462642836215,0.07043805326545344,0.284064395706953,0.2824791418355195,0.11843073232191847,0.09125795109806016,0.31897926634766444,0.4971089584741309,1.0,0.8705882352941177
2020-12-13,0.25333284500439496,0.20721097222749893,0.3070461969202058,0.3075089392133478,0.3898988691878603,0.29224526111751653,0.3397129186602268,0.4185627393557108,1.0,0.8823529411764706
2020-12-21,0.2902505127453853,0.32848296037384594,0.339710685954267,0.3408820023837924,0.49424121265311716,0.5135632072185933,0.33971291866031744,0.582563640459563,1.0,0.8941176470588235
2020-12-24,0.23699824201582187,0.4157136886896394,0.38439104059729523,0.3682955899880854,0.45664124315020616,0.7022113227250228,0.09569377990430838,0.8641585942779906,1.0,0.9058823529411765
2021-01-02,0.11078962789334898,0.07077998556285856,0.5407139524031719,0.5423122765196685,0.3002779432201708,0.17605034869875877,0.28708133971292515,0.4411654276488699,1.0,0.9176470588235294
2021-01-04,0.06453266920597715,0.06318149006496712,0.5558796080261298,0.5601907032181164,0.17981135926399217,0.16233147888191224,0.31897926634766444,0.5209882105579335,1.0,0.9294117647058824
2021-01-14,0.04380310577204806,0.08043007484518065,0.6480401306579567,0.6317044100119213,0.1422864545620236,0.23302867494056528,0.01594896331736962,0.5975820379965457,1.0,0.9411764705882353
2021-01-15,0.025783767946088488,0.016640705140382205,0.6670555296313597,0.6615017878426723,0.08621148485029595,0.050487019359276665,0.15470494417859412,0.5084478486145528,1.0,0.9529411764705882
2021-01-26,0.09445502490477586,0.0,0.8183621091927187,0.8259833134684169,0.3874604089393291,0.0,0.28708133971292515,0.3347600810993468,1.0,0.9647058823529412
2021-02-06,0.20370641664225025,0.22335777516051822,0.9793513765748926,0.9761620977354006,1.0,1.0,0.09569377990430838,0.5522264774348578,1.0,0.9764705882352941
2021-02-07,0.0,0.18251586185935184,1.0,1.0,0.0,0.8371004928242542,0.13237639553424038,0.889164226177067,1.0,0.9882352941176471
